"Job","Panel","Start time","End time","Time","EndTo1st","EndTo1stEnd","EndTo2nd","EndTo2ndEnd","EndTo3rd","EndTo3rdEnd"
"ECH3ESN00003 T&B B A1-LCR","12","2024-07-02 13:55:17","2024-07-02 14:00:24","00:05:07","8","8","29","29","50","50"
"","1","2024-07-02 13:55:17","2024-07-02 13:55:17","0"
"","2","2024-07-02 13:55:38","2024-07-02 13:55:38","0"
"","3","2024-07-02 13:55:59","2024-07-02 13:55:59","0"
"","4","2024-07-02 13:56:20","2024-07-02 13:56:20","0"
"","5","2024-07-02 13:56:40","2024-07-02 13:56:41","1"
"","6","2024-07-02 13:57:01","2024-07-02 13:57:01","0"
"","7","2024-07-02 13:57:22","2024-07-02 13:57:22","0"
"","8","2024-07-02 13:57:49","2024-07-02 13:57:49","0"
"","9","2024-07-02 13:58:09","2024-07-02 13:58:09","0"
"","10","2024-07-02 13:58:30","2024-07-02 13:58:30","0"
"","11","2024-07-02 14:00:02","2024-07-02 14:00:02","0"
"","12","2024-07-02 14:00:24","2024-07-02 14:00:24","0"
"ECH3ESN00003 T&B T A1-LCR","4","2024-07-02 14:00:18","2024-07-02 14:02:34","00:02:16","-6","27","34","61","68","95"
"","1","2024-07-02 14:00:18","2024-07-02 14:00:51","33"
"","2","2024-07-02 14:00:58","2024-07-02 14:01:25","27"
"","3","2024-07-02 14:01:32","2024-07-02 14:01:59","27"
"","4","2024-07-02 14:02:06","2024-07-02 14:02:34","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:02:51","2024-07-02 14:02:51","00:00:00","17","17","","","",""
"","1","2024-07-02 14:02:51","2024-07-02 14:02:51","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 14:02:41","2024-07-02 14:03:41","00:01:00","-10","17","23","50","",""
"","1","2024-07-02 14:02:41","2024-07-02 14:03:08","27"
"","2","2024-07-02 14:03:14","2024-07-02 14:03:41","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:03:50","2024-07-02 14:03:50","00:00:00","9","9","","","",""
"","1","2024-07-02 14:03:50","2024-07-02 14:03:50","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:03:48","2024-07-02 14:04:15","00:00:27","-2","25","","","",""
"","1","2024-07-02 14:03:48","2024-07-02 14:04:15","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:04:28","2024-07-02 14:04:28","00:00:00","13","13","","","",""
"","1","2024-07-02 14:04:28","2024-07-02 14:04:28","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:04:22","2024-07-02 14:04:55","00:00:33","-6","27","","","",""
"","1","2024-07-02 14:04:22","2024-07-02 14:04:55","33"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:05:07","2024-07-02 14:05:07","00:00:00","12","12","","","",""
"","1","2024-07-02 14:05:07","2024-07-02 14:05:07","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:05:02","2024-07-02 14:05:29","00:00:27","-5","22","","","",""
"","1","2024-07-02 14:05:02","2024-07-02 14:05:29","27"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 14:05:30","2024-07-02 14:06:02","00:00:32","1","1","32","33","",""
"","1","2024-07-02 14:05:30","2024-07-02 14:05:30","0"
"","2","2024-07-02 14:06:01","2024-07-02 14:06:02","1"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:05:47","2024-07-02 14:06:11","00:00:24","-15","9","","","",""
"","1","2024-07-02 14:05:47","2024-07-02 14:06:11","24"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:06:46","2024-07-02 14:06:46","00:00:00","35","35","","","",""
"","1","2024-07-02 14:06:46","2024-07-02 14:06:46","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:06:34","2024-07-02 14:07:00","00:00:26","-12","14","","","",""
"","1","2024-07-02 14:06:34","2024-07-02 14:07:00","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:07:21","2024-07-02 14:07:21","00:00:00","21","21","","","",""
"","1","2024-07-02 14:07:21","2024-07-02 14:07:21","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:07:07","2024-07-02 14:07:34","00:00:27","-14","13","","","",""
"","1","2024-07-02 14:07:07","2024-07-02 14:07:34","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:08:00","2024-07-02 14:08:00","00:00:00","26","26","","","",""
"","1","2024-07-02 14:08:00","2024-07-02 14:08:00","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:07:45","2024-07-02 14:08:12","00:00:27","-15","12","","","",""
"","1","2024-07-02 14:07:45","2024-07-02 14:08:12","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:08:46","2024-07-02 14:08:46","00:00:00","34","34","","","",""
"","1","2024-07-02 14:08:46","2024-07-02 14:08:46","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:08:28","2024-07-02 14:09:00","00:00:32","-18","14","","","",""
"","1","2024-07-02 14:08:28","2024-07-02 14:09:00","32"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:09:25","2024-07-02 14:09:25","00:00:00","25","25","","","",""
"","1","2024-07-02 14:09:25","2024-07-02 14:09:25","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:09:10","2024-07-02 14:09:37","00:00:27","-15","12","","","",""
"","1","2024-07-02 14:09:10","2024-07-02 14:09:37","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:10:00","2024-07-02 14:10:00","00:00:00","23","23","","","",""
"","1","2024-07-02 14:10:00","2024-07-02 14:10:00","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:09:45","2024-07-02 14:10:12","00:00:27","-15","12","","","",""
"","1","2024-07-02 14:09:45","2024-07-02 14:10:12","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:10:42","2024-07-02 14:10:42","00:00:00","30","30","","","",""
"","1","2024-07-02 14:10:42","2024-07-02 14:10:42","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:10:28","2024-07-02 14:10:55","00:00:27","-14","13","","","",""
"","1","2024-07-02 14:10:28","2024-07-02 14:10:55","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:11:22","2024-07-02 14:11:22","00:00:00","27","27","","","",""
"","1","2024-07-02 14:11:22","2024-07-02 14:11:22","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:11:07","2024-07-02 14:11:35","00:00:28","-15","13","","","",""
"","1","2024-07-02 14:11:07","2024-07-02 14:11:35","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:12:01","2024-07-02 14:12:01","00:00:00","26","26","","","",""
"","1","2024-07-02 14:12:01","2024-07-02 14:12:01","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:11:47","2024-07-02 14:12:13","00:00:26","-14","12","","","",""
"","1","2024-07-02 14:11:47","2024-07-02 14:12:13","26"
"ECH3ESN00003 T&B B A1-LCR","3","2024-07-02 14:12:24","2024-07-02 14:13:31","00:01:07","11","11","40","40","78","78"
"","1","2024-07-02 14:12:24","2024-07-02 14:12:24","0"
"","2","2024-07-02 14:12:53","2024-07-02 14:12:53","0"
"","3","2024-07-02 14:13:31","2024-07-02 14:13:31","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:13:16","2024-07-02 14:13:43","00:00:27","-15","12","","","",""
"","1","2024-07-02 14:13:16","2024-07-02 14:13:43","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:14:10","2024-07-02 14:14:10","00:00:00","27","27","","","",""
"","1","2024-07-02 14:14:10","2024-07-02 14:14:10","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:13:55","2024-07-02 14:14:29","00:00:34","-15","19","","","",""
"","1","2024-07-02 14:13:55","2024-07-02 14:14:29","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:14:40","2024-07-02 14:14:40","00:00:00","11","11","","","",""
"","1","2024-07-02 14:14:40","2024-07-02 14:14:40","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:14:36","2024-07-02 14:15:03","00:00:27","-4","23","","","",""
"","1","2024-07-02 14:14:36","2024-07-02 14:15:03","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:15:13","2024-07-02 14:15:13","00:00:00","10","10","","","",""
"","1","2024-07-02 14:15:13","2024-07-02 14:15:13","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:15:10","2024-07-02 14:15:37","00:00:27","-3","24","","","",""
"","1","2024-07-02 14:15:10","2024-07-02 14:15:37","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:15:51","2024-07-02 14:15:51","00:00:00","14","14","","","",""
"","1","2024-07-02 14:15:51","2024-07-02 14:15:51","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:15:44","2024-07-02 14:16:12","00:00:28","-7","21","","","",""
"","1","2024-07-02 14:15:44","2024-07-02 14:16:12","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:16:41","2024-07-02 14:16:41","00:00:00","29","29","","","",""
"","1","2024-07-02 14:16:41","2024-07-02 14:16:41","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:16:27","2024-07-02 14:16:54","00:00:27","-14","13","","","",""
"","1","2024-07-02 14:16:27","2024-07-02 14:16:54","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:17:18","2024-07-02 14:17:18","00:00:00","24","24","","","",""
"","1","2024-07-02 14:17:18","2024-07-02 14:17:18","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:17:03","2024-07-02 14:17:30","00:00:27","-15","12","","","",""
"","1","2024-07-02 14:17:03","2024-07-02 14:17:30","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:17:56","2024-07-02 14:17:56","00:00:00","26","26","","","",""
"","1","2024-07-02 14:17:56","2024-07-02 14:17:56","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:17:42","2024-07-02 14:18:09","00:00:27","-14","13","","","",""
"","1","2024-07-02 14:17:42","2024-07-02 14:18:09","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:18:40","2024-07-02 14:18:40","00:00:00","31","31","","","",""
"","1","2024-07-02 14:18:40","2024-07-02 14:18:40","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:18:25","2024-07-02 14:18:59","00:00:34","-15","19","","","",""
"","1","2024-07-02 14:18:25","2024-07-02 14:18:59","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:19:15","2024-07-02 14:19:16","00:00:01","16","17","","","",""
"","1","2024-07-02 14:19:15","2024-07-02 14:19:16","1"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:19:05","2024-07-02 14:19:33","00:00:28","-11","17","","","",""
"","1","2024-07-02 14:19:05","2024-07-02 14:19:33","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:19:55","2024-07-02 14:19:55","00:00:00","22","22","","","",""
"","1","2024-07-02 14:19:55","2024-07-02 14:19:55","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:19:40","2024-07-02 14:20:08","00:00:28","-15","13","","","",""
"","1","2024-07-02 14:19:40","2024-07-02 14:20:08","28"
"ECH3ESN00003 T&B B A1-LCR","3","2024-07-02 14:20:34","2024-07-02 14:21:50","00:01:16","26","26","48","48","102","102"
"","1","2024-07-02 14:20:34","2024-07-02 14:20:34","0"
"","2","2024-07-02 14:20:56","2024-07-02 14:20:56","0"
"","3","2024-07-02 14:21:50","2024-07-02 14:21:50","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:21:38","2024-07-02 14:22:12","00:00:34","-12","22","","","",""
"","1","2024-07-02 14:21:38","2024-07-02 14:22:12","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:22:12","2024-07-02 14:22:13","00:00:01","0","1","","","",""
"","1","2024-07-02 14:22:12","2024-07-02 14:22:13","1"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 14:22:28","2024-07-02 14:23:25","00:00:57","15","39","46","72","",""
"","1","2024-07-02 14:22:28","2024-07-02 14:22:52","24"
"","2","2024-07-02 14:22:59","2024-07-02 14:23:25","26"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 14:23:33","2024-07-02 14:23:55","00:00:22","8","8","30","30","",""
"","1","2024-07-02 14:23:33","2024-07-02 14:23:33","0"
"","2","2024-07-02 14:23:55","2024-07-02 14:23:55","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:23:38","2024-07-02 14:24:10","00:00:32","-17","15","","","",""
"","1","2024-07-02 14:23:38","2024-07-02 14:24:10","32"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 14:24:18","2024-07-02 14:24:48","00:00:30","8","8","38","38","",""
"","1","2024-07-02 14:24:18","2024-07-02 14:24:18","0"
"","2","2024-07-02 14:24:48","2024-07-02 14:24:48","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:24:34","2024-07-02 14:25:35","00:01:01","-14","47","","","",""
"","1","2024-07-02 14:24:34","2024-07-02 14:25:35","61"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:25:42","2024-07-02 14:25:42","00:00:00","7","7","","","",""
"","1","2024-07-02 14:25:42","2024-07-02 14:25:42","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:25:43","2024-07-02 14:26:10","00:00:27","1","28","","","",""
"","1","2024-07-02 14:25:43","2024-07-02 14:26:10","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:26:23","2024-07-02 14:26:23","00:00:00","13","13","","","",""
"","1","2024-07-02 14:26:23","2024-07-02 14:26:23","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:26:17","2024-07-02 14:26:44","00:00:27","-6","21","","","",""
"","1","2024-07-02 14:26:17","2024-07-02 14:26:44","27"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 14:27:13","2024-07-02 14:27:54","00:00:41","29","29","70","70","",""
"","1","2024-07-02 14:27:13","2024-07-02 14:27:13","0"
"","2","2024-07-02 14:27:54","2024-07-02 14:27:54","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:27:18","2024-07-02 14:27:54","00:00:36","-36","0","","","",""
"","1","2024-07-02 14:27:18","2024-07-02 14:27:54","36"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:28:16","2024-07-02 14:28:16","00:00:00","22","22","","","",""
"","1","2024-07-02 14:28:16","2024-07-02 14:28:16","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:28:01","2024-07-02 14:28:28","00:00:27","-15","12","","","",""
"","1","2024-07-02 14:28:01","2024-07-02 14:28:28","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:28:47","2024-07-02 14:28:47","00:00:00","19","19","","","",""
"","1","2024-07-02 14:28:47","2024-07-02 14:28:47","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 14:28:35","2024-07-02 14:29:37","00:01:02","-12","15","22","50","",""
"","1","2024-07-02 14:28:35","2024-07-02 14:29:02","27"
"","2","2024-07-02 14:29:09","2024-07-02 14:29:37","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:29:57","2024-07-02 14:29:57","00:00:00","20","20","","","",""
"","1","2024-07-02 14:29:57","2024-07-02 14:29:57","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:29:44","2024-07-02 14:30:34","00:00:50","-13","37","","","",""
"","1","2024-07-02 14:29:44","2024-07-02 14:30:34","50"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:30:38","2024-07-02 14:30:38","00:00:00","4","4","","","",""
"","1","2024-07-02 14:30:38","2024-07-02 14:30:38","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:30:41","2024-07-02 14:31:08","00:00:27","3","30","","","",""
"","1","2024-07-02 14:30:41","2024-07-02 14:31:08","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:31:19","2024-07-02 14:31:19","00:00:00","11","11","","","",""
"","1","2024-07-02 14:31:19","2024-07-02 14:31:19","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:31:15","2024-07-02 14:31:46","00:00:31","-4","27","","","",""
"","1","2024-07-02 14:31:15","2024-07-02 14:31:46","31"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:31:51","2024-07-02 14:31:51","00:00:00","5","5","","","",""
"","1","2024-07-02 14:31:51","2024-07-02 14:31:51","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:31:53","2024-07-02 14:32:21","00:00:28","2","30","","","",""
"","1","2024-07-02 14:31:53","2024-07-02 14:32:21","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:32:29","2024-07-02 14:32:29","00:00:00","8","8","","","",""
"","1","2024-07-02 14:32:29","2024-07-02 14:32:29","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:32:28","2024-07-02 14:32:55","00:00:27","-1","26","","","",""
"","1","2024-07-02 14:32:28","2024-07-02 14:32:55","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:33:04","2024-07-02 14:33:05","00:00:01","9","10","","","",""
"","1","2024-07-02 14:33:04","2024-07-02 14:33:05","1"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:33:09","2024-07-02 14:33:36","00:00:27","4","31","","","",""
"","1","2024-07-02 14:33:09","2024-07-02 14:33:36","27"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 14:33:58","2024-07-02 14:34:22","00:00:24","22","22","46","46","",""
"","1","2024-07-02 14:33:58","2024-07-02 14:33:58","0"
"","2","2024-07-02 14:34:22","2024-07-02 14:34:22","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:34:08","2024-07-02 14:34:41","00:00:33","-14","19","","","",""
"","1","2024-07-02 14:34:08","2024-07-02 14:34:41","33"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:35:00","2024-07-02 14:35:00","00:00:00","19","19","","","",""
"","1","2024-07-02 14:35:00","2024-07-02 14:35:00","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:34:48","2024-07-02 14:35:15","00:00:27","-12","15","","","",""
"","1","2024-07-02 14:34:48","2024-07-02 14:35:15","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:35:44","2024-07-02 14:35:44","00:00:00","29","29","","","",""
"","1","2024-07-02 14:35:44","2024-07-02 14:35:44","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 14:35:22","2024-07-02 14:36:27","00:01:05","-22","5","16","43","",""
"","1","2024-07-02 14:35:22","2024-07-02 14:35:49","27"
"","2","2024-07-02 14:36:00","2024-07-02 14:36:27","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:36:36","2024-07-02 14:36:36","00:00:00","9","9","","","",""
"","1","2024-07-02 14:36:36","2024-07-02 14:36:36","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 14:36:34","2024-07-02 14:37:33","00:00:59","-2","24","31","57","",""
"","1","2024-07-02 14:36:34","2024-07-02 14:37:00","26"
"","2","2024-07-02 14:37:07","2024-07-02 14:37:33","26"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 14:37:46","2024-07-02 14:38:09","00:00:23","13","14","36","36","",""
"","1","2024-07-02 14:37:46","2024-07-02 14:37:47","1"
"","2","2024-07-02 14:38:09","2024-07-02 14:38:09","0"
"ECH3ESN00003 T&B T A1-LCR","7","2024-07-02 14:37:44","2024-07-02 14:41:57","00:04:13","-25","2","16","49","56","83"
"","1","2024-07-02 14:37:44","2024-07-02 14:38:11","27"
"","2","2024-07-02 14:38:25","2024-07-02 14:38:58","33"
"","3","2024-07-02 14:39:05","2024-07-02 14:39:32","27"
"","4","2024-07-02 14:39:39","2024-07-02 14:40:06","27"
"","5","2024-07-02 14:40:13","2024-07-02 14:40:42","29"
"","6","2024-07-02 14:40:48","2024-07-02 14:41:23","35"
"","7","2024-07-02 14:41:30","2024-07-02 14:41:57","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:42:24","2024-07-02 14:42:24","00:00:00","27","27","","","",""
"","1","2024-07-02 14:42:24","2024-07-02 14:42:24","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 14:42:04","2024-07-02 14:43:08","00:01:04","-20","8","16","44","",""
"","1","2024-07-02 14:42:04","2024-07-02 14:42:32","28"
"","2","2024-07-02 14:42:40","2024-07-02 14:43:08","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:43:16","2024-07-02 14:43:16","00:00:00","8","8","","","",""
"","1","2024-07-02 14:43:16","2024-07-02 14:43:16","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:43:15","2024-07-02 14:43:41","00:00:26","-1","25","","","",""
"","1","2024-07-02 14:43:15","2024-07-02 14:43:41","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:43:51","2024-07-02 14:43:51","00:00:00","10","10","","","",""
"","1","2024-07-02 14:43:51","2024-07-02 14:43:51","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:43:48","2024-07-02 14:44:15","00:00:27","-3","24","","","",""
"","1","2024-07-02 14:43:48","2024-07-02 14:44:15","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:44:31","2024-07-02 14:44:32","00:00:01","16","17","","","",""
"","1","2024-07-02 14:44:31","2024-07-02 14:44:32","1"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:44:21","2024-07-02 14:44:55","00:00:34","-11","23","","","",""
"","1","2024-07-02 14:44:21","2024-07-02 14:44:55","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:45:12","2024-07-02 14:45:12","00:00:00","17","17","","","",""
"","1","2024-07-02 14:45:12","2024-07-02 14:45:12","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:45:02","2024-07-02 14:45:29","00:00:27","-10","17","","","",""
"","1","2024-07-02 14:45:02","2024-07-02 14:45:29","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:45:52","2024-07-02 14:45:52","00:00:00","23","23","","","",""
"","1","2024-07-02 14:45:52","2024-07-02 14:45:52","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:45:37","2024-07-02 14:46:05","00:00:28","-15","13","","","",""
"","1","2024-07-02 14:45:37","2024-07-02 14:46:05","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:46:33","2024-07-02 14:46:33","00:00:00","28","28","","","",""
"","1","2024-07-02 14:46:33","2024-07-02 14:46:33","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:46:18","2024-07-02 14:46:46","00:00:28","-15","13","","","",""
"","1","2024-07-02 14:46:18","2024-07-02 14:46:46","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:47:15","2024-07-02 14:47:15","00:00:00","29","29","","","",""
"","1","2024-07-02 14:47:15","2024-07-02 14:47:15","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 14:47:01","2024-07-02 14:48:16","00:01:15","-14","13","35","61","",""
"","1","2024-07-02 14:47:01","2024-07-02 14:47:28","27"
"","2","2024-07-02 14:47:50","2024-07-02 14:48:16","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:48:42","2024-07-02 14:48:42","00:00:00","26","26","","","",""
"","1","2024-07-02 14:48:42","2024-07-02 14:48:42","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:48:23","2024-07-02 14:48:50","00:00:27","-19","8","","","",""
"","1","2024-07-02 14:48:23","2024-07-02 14:48:50","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:49:18","2024-07-02 14:49:18","00:00:00","28","28","","","",""
"","1","2024-07-02 14:49:18","2024-07-02 14:49:18","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:49:03","2024-07-02 14:49:36","00:00:33","-15","18","","","",""
"","1","2024-07-02 14:49:03","2024-07-02 14:49:36","33"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:49:58","2024-07-02 14:49:58","00:00:00","22","22","","","",""
"","1","2024-07-02 14:49:58","2024-07-02 14:49:58","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:49:44","2024-07-02 14:50:11","00:00:27","-14","13","","","",""
"","1","2024-07-02 14:49:44","2024-07-02 14:50:11","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:50:39","2024-07-02 14:50:39","00:00:00","28","28","","","",""
"","1","2024-07-02 14:50:39","2024-07-02 14:50:39","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:50:24","2024-07-02 14:50:51","00:00:27","-15","12","","","",""
"","1","2024-07-02 14:50:24","2024-07-02 14:50:51","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:51:20","2024-07-02 14:51:20","00:00:00","29","29","","","",""
"","1","2024-07-02 14:51:20","2024-07-02 14:51:20","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 14:51:05","2024-07-02 14:51:33","00:00:28","-15","13","","","",""
"","1","2024-07-02 14:51:05","2024-07-02 14:51:33","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 14:51:58","2024-07-02 14:51:58","00:00:00","25","25","","","",""
"","1","2024-07-02 14:51:58","2024-07-02 14:51:58","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 14:51:44","2024-07-02 14:52:51","00:01:07","-14","12","26","53","",""
